city,hotelName,overallRating,individualReview,individualRating,polarityScore,normalizedPolarityScore,meanPolarityScore
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,Location is quiet but getting around the island without car is a bit troublesome.. Hotel is a bit old..,,0,5,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,Clean room and bathtub for the whole family.,,0.4019,7.0095,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"External areas of property like pool and bar are great and give real resort feel away from everything. It has a nice sunset too.. Rooms are old and filthy, bug crystallised on wall under tv, inch thick dust on wardrobes and bed side tables, dripping taps and ongoing construction noise of diggers right outside your room all day with no warning before booking or check in. Fogging at the timing of checking out, without any warning..",,0.5267,7.6335,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"Front desk staff , restaurant, Lebar and house keeping staff were helpful and friendly.",,0.7184,8.592,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"The location is good, walking distance to Tanjong Beach. The staffs are very friendly and helpful. Overall we enjoyed our staycation for a 2-night stay.. The breakfast is so limited by choices and not value for money. The nasi lemak is below the standard that should be, definitely, we could get something much better outside for what we paid for breakfast each person at the hotel..",,0.9304,9.652,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,Nothing apart from the pool. Nothing apart from the pool.,,0,5,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"1. Soft and comfortable bed. Room was clean and overall lightning was good
2. Breakfast food was good particularly the congee, pancakes. Superb coffee during breakfast 
3. Fantastic landscape, perfect for someone who would want an escape from the hustle and bustle, being right in the midst of nature
4. Great coffee and tea selections in the room
5. Easy access to transportation despite its location. 1. Pillow too soft. The supposedly firmer one which we requested was only a little better. Couldn't really tell the difference to be honest. Had hoped that for a 5-star resort, memory pillows would be part of the options
2. Hairdryer appeared to be connected via the inside the drawer in a very inconvenient position
3. The main room light controls could be better. For e.g. we could not just turn off the lights above the headboard without turning off the ones above the television, but no biggie.",,0.9517,9.7585,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,Breakfast menu can be improved.. On one breakfast morning one of the staff did not serve the full menu for the breakfast ie the basket of bread and fruit platter until I have to ask for it.,,0,5,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"Spacious, greenery. Pool doesn’t have pump so pool water dirty
The service was absolutely atrocious.... please do not sell villas and charge that kind of price when you can provide the service..... absolute rubbish service....sooooo disappointed ..... 
air conditioning doesn’t work properly 
Lights didn’t work for 1 night....
The property was badly maintained......",,-0.7773,1.1135,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,Nice location Gd amenities. Rooms slightly bigger.,,0.4215,7.1075,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"All the staff have been very friendly, helpful and provided excellent service. The place is also very clean, comfortable, beautiful and accessible. Thank you very much.. Nil.",,0.9736,9.868,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,We loved our room and the location too. It is right next to Tanjong Beach and has a back gate. The food was excellent and the service was good too. Overall it was an amazing experience.. The check in was ideally at 3pm but it took 1 hour to check in. They gave us vouchers for welcome drinks so we were happy..,,0.9612,9.806,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"Service is good even though check in time was quite crowded.. Breakfast was subpar for a 5-star property. The egg white omelette felt oil-cloaked, despite it being a healthy set. Some of the food, like the toast was served lukewarm.
Service was good, even though it was almost full house..",,0.722,8.61,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,None. Old and dated.,,0,5,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,Staffs are friendly and helpful! Love the pool and the resort is big and enjoyable!. NiL.,,0.8953,9.4765,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"The property is very dated, rooms are up to date but the general hotel is very dated. The staff seemed very inexperienced but i put this down to the fact that they were replacements during Covid for regular staff who couldnt get back into country. We also had some unfortunate incidents where i saw a rat run across the outdoor dining area of the Cliff restaurant and my wife had a snake under the cushion of her day bed at the pool..",,-0.6124,1.938,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"- Breakfast was very good
- nice hotel setup
- friendly staff
- value for money
- Food at Italian restaurant was very good and restaurant staff were very nice, recommended good dishes
- Room was well prepared and nice. - Cockroach found in the bathroom, in the morning (Room was on the 3rd floor), but hotel staff came very fast and cleaned up well
- For anniversary, just gave a small chocolate cake
- For the high tea set, quite expensive
- For dinner menu at Italian restaurant, limited choices (same choices as room service, wanted something different)
- Quite alot of spiderwebs on the ceilings outside the room
- For local dishes, very expensive
- Swimming pool was very crowded. People did not respect their timeslots and did not leave when their timeslot was over. This was not ensured.
- Beach near Sofitel hotel was small and no activities.",,0.8457,9.2285,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,location. Old.,,0,5,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"Rooms were spick n span. N we got the resort feeling.
Despite covid restrictions not much queing was observed. Check in/out was a breeze. 
Shutttle bus to harbourfront mrt was good.. Moving around was a little hassle, unlike our previous sentosa stay buggy rides was provided n moving around was a little easy especially with kids when we needed to buy food.
Otherwise was excellent..",,0.7787,8.8935,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"The pool was amazing and the location and peacocks made the environment extra special. Service was slow and staff most of the time were quite clueless like it was their first day of work there!
Rooms were quite dated.",,0.7768,8.884,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,Nil. Poor service.,,-0.4767,2.6165,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,Initial problem with the room but it was solved positively. Friendly staff. Property is a bit run down. It would need a makeover. Some limited staff has attitude.,,0.8537,9.2685,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"It was a nice getaway.. Breakfast ended early. No tables for guests for dinner was booked up. With the new covid normal, we really have to set expectations lower..",,-0.1531,4.2345,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,room is well designed. Poorly managed.,,0.2732,6.366,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,"Room was good. Clean.. Late check out and no service recovery. Checked in time was supposedly at 3pm. But at 5pm, we had to go to counter to check whether our room was available, which they originally mention will call us. Given complimentary drink coupon but whats the point if the place to have that drink was full. So we didnt redeem it..",,0.3182,6.591,6.97883
Singapore,Sofitel Singapore Sentosa Resort & Spa (SG Clean),7.8,All! I would definitely come again! Kuddos to the housekeeping and all the staff!. Nothing!.,,0.5951,7.9755,6.97883
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,The staff were wonderful!.,8,0.6114,8.057,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Overall everything was perfect!. Nothing.,10,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"1st and 2nd day found files in the powder room.
We manage to catch it.
Coffee machine in our room seem a bit jammed to us till we call for the service. 
Fyi, it not we do not know how to operate, we have one exactly the same as this.
Middle of night heard sound coming from the wall (TV station) in the living room.. Staff should behave more friendly and approachable attitude.
While pressing the lift button for guests to enter, lift door can't hold for long and hit one of my member family..",7,0.6478,8.239,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Location was good and convenient. But breakfast was way too expensive for locals.. Generally OK. Good reception. Easy to request for early check in..,8,0.8918,9.459,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Thoughtfulness of staff and attention to detail. Nothing.,10,0.4404,7.202,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Everything is top notch! The team is superb for helping me arrange a surprise for my GF birthday! Nice dining choice as well!.,10,0.9322,9.661,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"View, location. Deposit which is being returned in 2 weeks (not what I expect when pay 535 eur per night); requirement to book pool in advance and for 2 hours only.",7,-0.1027,4.4865,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"All went well.... The beds, were single but were small. Should be super single?.",8,0.7469,8.7345,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,I had a good view room as requested earlier. Check in early without any problem.. Upset by news that no fireworks at the marina floating bay for the new year celebration..,10,0.4374,7.187,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Truly love it when the staff is so well aware of their surrounding . 
When the lobby is pack they put in more staff to handle the crowd . 
When the pool is not full , they allow those who didn't made reservation to enjoy the pool . 
Even if we were to stay beyond the allocated timing . 
And when the pool is getting full , They are so well aware of the ground works that they know who have overstayed at the pool and politely request them to leave to allow other have the opportunity to enjoy the pool . 
The view is fantastic . 
Be it from the pool or the room . 
My kids love it so much . 
They been asking to go there again soon . 
Even when there issue in the room it is rectified immediately. 
Well Done to the Hotel Team .. It would made the trip a completely worth it if there is halal kitchen . 
Yeah its near the Marina Square but there been time where my kids are hungry at night and because its raining , I wish i could just order in house rather have to brave thru the weather to link to the shopping mall . 
This is not a deal breaker thou . 
But will be much appreciated if they have a small halal kitchen ..",10,0.9833,9.9165,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Locations was good. Staff polite and helpful. Despite challenges of COVID restrictions hotel and staff make a good effort to help make your stay pleasant. Our room was great, clean, spacious, and a great view. Impact of COVID makes the stay a little tough. You have to compete with all the other guests for reservations at restaurants, the pool, and gym. Be aware of this and make reservations early..",7,0.9752,9.876,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Location is ideal with shopping area and facing the marina bay. Parking facility is adequate.. The bed and pillow are too soft..,8,0.5267,7.6335,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,The location and the service at breakfast was excellent. Good service and accommodative. Nil..maybe selection of the tv channels..,10,0.765,8.825,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Staff are friendly, service was beyond expectations and check-in/room service was seamless. Couldn’t make any reservations for gym upon check in for both days I was there. Pool was claimed full on the 2nd day I was there but yet we were allowed entry both in the morning and afternoon. If you stay at MO and they inform you that bookings for facilities are full, just make your way there when you wish cus chances are, it’s not..",10,0.7814,8.907,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Service was excellent. Counter staff was very helpful and friendly. The experience was complete with the efficient staffs.. Bathtub could be more well maintained. Abit rusty. But overall it was ok..,9,0.9489,9.7445,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Breakfast was excellent .. staff super helpful and friendly. It was all good!.,10,0.9501,9.7505,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,We stayed in a Premier King room and it was huge - more spacious than your average hotel room. Throughout our stay - from check in to check out - every member of hotel staff that we came across was exceptional. This stood out in comparison to other hotels that we have stayed at in Singapore in recent months! The staff here are obviously out to create a 5 star experience.. The bed was on the soft side - as were the pillows. But this was a minor complaint in a very well appointed room..,9,0.5974,7.987,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Love this hotel n enjoyable view long waited to stay.,10,0.7964,8.982,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The facilities really impressive, all the staff are very friendly..",9,0.7956,8.978,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The room, spa, pool and Chinese restaurant. Nil.",10,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,The outside view from my room especially during the night..,8,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Once I step foot at the drop-off point till the day I checked-out has been amazing. As it's a special event, the hotel accommodate with my request. Friendly staff and make my visit a worthwhile one. Our guests are amazed with the view from the room. Will definitely recommend this hotel to my family and friends. The hotel do take pride in ensuring the comfort and pleasant experience during the stay. Kudos team. Keep up the good work.. None.",10,0.9892,9.946,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Bedroom, view and timeless atrium design beauty.",8,0.5859,7.9295,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,The room was was clean and tidy with a nice view. The staff is very friendly and welcoming..,10,0.9033,9.5165,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Nice location and friendly service. Earlier check in.,8,0.7184,8.592,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Convience to shopping centre.,5,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The view from my room is amazing. The bed, linens and pillow are very comfortable. I have a restful evening.. The Nespresso machine in my room is not working.",9,0.8795,9.3975,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The view and the daily breakfast were good. Check in time was given after 3pm but when arrive we were told room in not ready and required to wait. We waited almost 2 hours to go up to our room.that was a 530pm when we received the room card 
Pillow were too soft that when we lie down it flattens. Ended up having neck pain..",5,-0.7323,1.3385,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Convenient high quality pleasant. NA.,10,0.5106,7.553,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The best view in Singapore if you book a bayside room. Awesome after dark.
The staff were very very attentive and dinner at Dolce Vita excellent. Breakfast was busy but the service rarely faltered.
Fantastically imaginative cocktails in Mo Bar too.
The Pool has some nice touches despite being on the small side. A shame its not open after dark.. Unusually the worst thing about our lovely stay was the room: a bit tatty and in need of an upgrade. Unremarkable.
And please: free wifi only for club customers: is this 2005 ?!.",8,0.9165,9.5825,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,The scenery of the deluxe room was excellent and the ambiance was comfortable and cozy. Just like my dream home.. The cabinet fridge design was poorly done as i had to open both cabinet doors to access the fridge..,8,0.8885,9.4425,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Food and Service. I never found a place to relax and rest, even the room. Hotel lacks comfortable common areas, room AC temp controls were imaginary, bed too soft, ocean view room has furniture oriented all wrong. First and probably last time at a MO. I expected a top of the line experience and it was average at best..",5,0.8442,9.221,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"All of the staff were exceptional. The service was very friendly and attentive. The view was amazing and the room very comfortable.. Our meal at Dolce Vita was a little disappointing. The pasta was quite bland and a little too al dente for my liking.
Also the pool is a little on the small side for the size of the hotel. It could be as due to Covid most people were on staycations and perhaps more likely to use the facilities..",10,0.7956,8.978,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"the room, food and hotel staff were excellent. nothing..",10,0.5719,7.8595,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Loved the hotel, the calm and quiets space and the staff and pool. Great location in central Singapore.. The hotel is starting to be a little dated, the bathrooms could use a refresh.",8,0.8834,9.417,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Everything. Everything.,10,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Breakfast, Pool, Service.",10,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Range of breakfast items. Foyer dark and uninviting.,8,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Great location being close to marina bay sands and the esplanade. The marina bay view rooms are stunning.we asked for a higher floor as we were celebrating an anniversary and the staff kindly obliged.The food at The cafe is fantastic and the drinks at MO bar are delicious.,10,0.9601,9.8005,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Fantastic location. Nothing.,9.6,0.5574,7.787,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Staffs are friendly. Good service.,10,0.7269,8.6345,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Great staff and pool. Our main meal in the italian restaurant included raw fish and a very bloody piece of duck but after telling the staff they did everything possible to make up for it. We sat outside at breakfast but the service was below standard and forced us to sit inside. Room was far too hot even on the lowest setting.,9,-0.7874,1.063,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Fresh with very wide variety. Perfectly cooked, presentation and taste. Excellent alfresco and indoor eating area. Highly recommend.. Only suggestion could be a small coffee, snacks area between meals?? Kettle in room so could find no fault really..",9,0.7691,8.8455,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Everything is good. No.,10,0.1779,5.8895,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The Club amenities were very good, exceptional service and food. The location of the hotel is amazing. The bar by the pool was very good with very good service. The manager downstairs took care of me and got me to check in on the club level 
in just couple of minutes when he saw me frustrated in the lobby.. On arrival there was nobody to great me or to help me with my bags into the lobby. Check in was a long wait . It was solved for me by the manager, though. I was leaving the room every day after the end of Club room breakfast, so around 10:30. Every time during breakfast the maid wanted to clean my room and left a note to call them. I think they could have saved the paper and just ask me when I'll leave my room. Plus they have an electric sign by the door ""do not disturb"" and ""clean the room""..",9,0.9841,9.9205,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The room is nice and good , breakfast so good and too much options. The shower is small and no flexible.",7.5,0.8074,9.037,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Everything was comfortable.,10,0.5106,7.553,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,only good thing was swimming pool. Staff who seems manager told lies regarding card deposit. because maybe I am not native English speaker. Service was not comfortable for foreigner. Old hotel..,5,-0.3822,3.089,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"very flexible and generous service for club room , great view from the marina bay room
perfect place for the first time visitors to Singapore, very good value for money than crowded MBS.. cannot find any...",10,0.9608,9.804,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Beautiful and clean and kept immaculate, the pool area gorgeous with breathtaking views of Singapore bay,
Breakfast in hotel was one of the best I’ve had and the staff were helpful and friendly, actually all staff from check in, housekeeping, pool area, restaurants went over and above to make your stay at this elegant property as smooth and easy as possible!!
Well done, will definitely be back next time I’m in Singapore..",9.6,0.9879,9.9395,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Amazing facility friendly staff.,10,0.7906,8.953,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The staff were fantastic. They were extremely professional and very efficient, nothing was too much trouble. Everyone was friendly and helpful. Pool staff managed the sun bed situation brilliantly, no upset guests and everyone got a bed. Well done.. The BBQ for the evening buffet meal was basic, probably not worth bothering about as there was so much food selection inside the restaurant..",10,0.9155,9.5775,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"I found out that the way of how the staff handling the situation wasn't right, when she question me I ans and than she just quite . She supposed to be given a list of the level where to attend for breakfast or snack but there wasn't any. I went to other hotel last week I didn't face such a issued I even felt so great that the staff was so friendly and guide me through out and there is a list for the guest to know which level to attend. Mostly not all the guest will remember there are snack or breakfast that can be consumed. There is no list to see at all.... It really make the guest misleading on it.. I feel that should have a list of tracking like which level to attend for snack and breakfast and other stuff.
We didn't even want know that the list of form for room service was chargeable thought was included but end up I was told to paid without any choice. 
I feel I won b coming back again. The experience I get really not satisfied at all. Somemore is 5 star I thought the service would went up to excellent but the feel I didn't get at all..",5,0.9652,9.826,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Staff excellent. Great view.. Nil.,9.6,0.8316,9.158,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Great location at Marina Bay.,8,0.6249,8.1245,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Highly recommend. Location, staff, facility.",9.5,0.4201,7.1005,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Very good breakfast and cool pool. Staff was very helpful.. Some areas needs refitting..,8.8,0.6697,8.3485,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"The oriental club offered the most exceptional service and food. Truly delicious and spoiling.
Melt offered a wide range for fussy eaters (I was travelling with one) and very good food and exceptional service. Its chocolate cake and its ice creams were Fantastic, as was the warm naan bread.
The attention to detail by the people who prepared and made up the room was very high. And I was impressed that they didn’t waste a shower hat I had opened but enabled me to use it throughout my stay.. Nothing much.
If I was going to nit pick I would say that paper straws are used in some parts of the hôtel but not in others, which seems a bit odd as paper straws could be used everywhere..",10,0.7,8.5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Views. Room size.. Soft pillows.,8,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Location and friendliness.. How unnecessarily expensive everything was. Room bathroom needed regrouting as mould was visible. Also toiletries should have been to a higher standard..,7,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Location is the best! Breakfast is unreal! Fabulous.
The pool area is the most beautiful in the city. The staff are very professional. Midori from the reception is awesome!
We really loved everything about the hotel.. Everything was great!.",10,0.9806,9.903,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Breakfast was the best I have encountered anywhere. Location is fine if you want a quieter area. Good for walking. The club bar and facilities was a winner. I felt I could have holed up inside the hotel for the whole stay.. Some of the electrical switch controls in the room didnt work. However the staff are excellent - helpful friendly and efficient.,10,0.9764,9.882,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Very nice service and location. The pool is amazong with a good view and a lot of sun to relax and tan..,10,0.8357,9.1785,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Comfortable and good facilities. Lounge areas uninspiring, building fairly nondescript.",7,0.7351,8.6755,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Everything! Especially the staff. Hotel is very elegant. Nothing.,10,0.5697,7.8485,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Services.,8,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Very professional staff, clean comfortable, modern and elegant.",10,0.8542,9.271,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Very old and no clear instruction for the facilities. Lobby very dark and no visible bar. Rooms clean but old.. Location.,5,0.0609,5.3045,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Excellent varieties of breakfast.
And very convenient location to get around the marina Bay Area.. Nothing unless you want to spend money.
Lighting switches/ bathrooms tubes/tabs ( not the tiling, which are excellent ).
Lounge furniture...
All those things thT requires capitals..",8,0.8008,9.004,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Exceptional service and attention to detail. Excellent and plentiful dining options. Great spa experience and pool area.. Nothing this is really one of our favourite hotels in the world and we have high standards..,10,0.8316,9.158,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,A pity there was no shop.,8,-0.5267,2.3665,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,The staffs are very helpful. It's very good location for the tourists attractions.. The service for checking out was a little bit upsetting. I called the reception couple of times asking to send someone to take our bags downstairs. But no one came up to help us carry our luggage downstairs..,5,0.6078,8.039,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Second time back to this hotel and will alway return when in Singapore. Could not fault anything. The staff were amazing especially in the Club Lounge where we always book. Would always recommend this hotel..,10,0.8205,9.1025,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"„can-do“-attitude, nothing was impossible. We arrived quite late and our bags weren’t taken to the room but after I complained about it, they made more than up for it.",10,-0.5499,2.2505,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"View was good. Room sufficiently spacious. Sumptious breakfast, but as it should be given the price charged.. Carpark has no lift to the property. Check-in and check-out service was slow. Bed mattress was sunken over time giving little back support. We were celebrating our anniversary and had dinner at Cherry Garden but there was nothing provided to make our dinner special despite spending more than $200 for the meal. Service was very slow - we spent 2 hours for the set dinner to be completely served. Apart from small piece of cake to be shared and a card left in our room, there was nothing compared to other hotels that made us feel special on our annual celebrations despite our spending close to $800 for just one night. Definitely not the place to go if you want to celebrate any special occasion..",6.2,0.9875,9.9375,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Breakfast at its finest in Singapore. A bit old in room facilities.,9.2,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Short walk to Marina Bay Sands, Garden by the Bay, Merlion and shopping malls. Club level rooms definitely worth paying for the extra amenities in the Club Lounge. Friendly staff; great service.. Nothing...couldn't have been more perfect!.",10,0.945,9.725,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Why cut off WiFi in lobby area?
Lap}.",9.2,-0.25,3.75,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Excellent service and beautiful pool with views over the city.,9.6,0.8225,9.1125,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Breakfast buffet was overly crowded and noisy..,7.5,-0.1779,4.1105,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Everything. Hotel location, city , breakfast,
Staff.",9.6,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,Location and professional staff. Old facilities in bath room.,9,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"1. The view! You can see it all without leaving your room. Our room was on the top floor( thanks for the hotel’s arrangement, which was really sweet)
2. Professional and nice service! The staff were well trained and professional with nice service and respect. The best thing you can experience in this hotel is that every small detail contains thoughtful arrangements and dosing, and it makes you feel really comfortable. That’s what nice luxury hotels should be.
3. The bed! So comfortable! Love it!
4. Love the design and style of the hotel.
5. The pool time was enjoyable! They have nice view, nice facilities and nice service! 
6. Convenient location! Walking distance to all famous sights and delicious restaurants. The neighborhood was stylish, esp the ruffle street and colonial style buildings.
7. They have cute guide card in the room to show you where to go.
8. The whole stay was enjoyable and relax. We have been to Mandarin Oriental hotel in HK and Beijing, and we had great time there too. And I think I would choose Mandarin Oriental again!. 1. Maybe the main cafe for breakfast was too loud, busy and crowded, which makes you hard to enjoy your meal especially when you are expecting a cozy and relaxing breakfast during vocation.
2. Also the night bedding service could have been better. One night when we got back to our room, the beds were still a mess. We thought they forgot to clean our room. But then I saw an extra pillow in the end of my bed, looked like someone put it there casually and left. That is the pillow we asked for during daytime. So they came to our room without making night bed and left....everything lacked was not fulfilled, which was not that important. However, it felt really not good looking at your bed the way you left it - a bit messy.
3. As a member of Mandarin Oriental, the hotel offers you a free drink ticket ai M bar to their member. But they forgot to give me mine. When I asked during check out, they apologized and offered me one. I had to leave for airport and had no time using it. Kind of a pity since I do love their special made cocktails,haha~
Anyway, not a big deal!
Still a very enjoyable stay!.",9.6,0.9979,9.9895,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,All very good rooms a bit dated and small for the price though. As above.,8,0.4927,7.4635,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Staff, food, location, washroom. High price.",10,0,5,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Kind Staffs , a good breakfast and a cozy swimming pool.. Dusty curtains and a rusty steam iron.",9.6,0.743,8.715,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Location, staff are very helpful, super comfy bed like you dnt really want to wake up.. -.",10,0.8851,9.4255,8.21427
Singapore,"Mandarin Oriental, Singapore (SG Clean)",8.9,"Good view, convenient location. None.",10,0.4404,7.202,8.21427
